state,county_name,contest,office,district,candidate,party_detailed,magnitude,order
COLORADO,CONEJOS,Presidential Electors Vote for 1 Donald j Trump Michael r Pence,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,9260
COLORADO,CONEJOS,Presidential Electors Vote for 1 Don Blankenship William Mohr,US PRESIDENT,FEDERAL,DON BLANKENSHIP WILLIAM MOHR,AMERICAN CONSTITUTION,1,9261
COLORADO,CONEJOS,Presidential Electors Vote for 1 Bill Hammons Eric Bodenstab,US PRESIDENT,FEDERAL,BILL HAMMONS ERIC BODENSTAB,UNITY,1,9262
COLORADO,CONEJOS,Presidential Electors Vote for 1 Howie Hawkins Angela Nicole Walker,US PRESIDENT,FEDERAL,HOWIE HAWKINS,GREEN,1,9263
COLORADO,CONEJOS,Presidential Electors Vote for 1 Blake Huber Frank Atwood,US PRESIDENT,FEDERAL,BLAKE HUBER FRANK ATWOOD,APPROVAL VOTING,1,9264
COLORADO,CONEJOS,Presidential Electors Vote for 1 Jo Jorgensen Jeremy Spike Cohen,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,9265
COLORADO,CONEJOS,Presidential Electors Vote for 1 Brian Carroll Amar Patel,US PRESIDENT,FEDERAL,BRIAN CARROLL AMAR PATEL,AMERICAN SOLIDARITY,1,9266
COLORADO,CONEJOS,Presidential Electors Vote for 1 Mark Charles Adrian Wallace,US PRESIDENT,FEDERAL,MARK CHARLES ADRIAN WALLACE,INDEPENDENT,1,9267
COLORADO,CONEJOS,Presidential Electors Vote for 1 Phil Collins Billy Joe Parker,US PRESIDENT,FEDERAL,PHIL COLLINS BILLY JOE PARKER,PROHIBITION,1,9268
COLORADO,CONEJOS,Presidential Electors Vote for 1 Roque Rocky De La Fuente Darcy g Richardson,US PRESIDENT,FEDERAL,ROQUE ROCKY DE LA FUENTE DARCY G RICHARDSON,ALLIANCE,1,9269
COLORADO,CONEJOS,Presidential Electors Vote for 1 Dario Hunter Dawn Neptune Adams,US PRESIDENT,FEDERAL,DARIO HUNTER DAWN NEPTUNE ADAMS,PROGRESSIVE,1,9270
COLORADO,CONEJOS,Presidential Electors Vote for 1 Princess Khadijah Maryam Jacob Fambro Khadijah Maryam Jacob Sr,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB FAMBRO KHADIJAH MARYAM JACOB SR,INDEPENDENT,1,9271
COLORADO,CONEJOS,Presidential Electors Vote for 1 Alyson Kennedy Malcolm Jarrett,US PRESIDENT,FEDERAL,ALYSON KENNEDY MALCOLM JARRETT,SOCIALIST WORKERS,1,9272
COLORADO,CONEJOS,Presidential Electors Vote for 1 Joseph Kishore Norissa Santa Cruz,US PRESIDENT,FEDERAL,JOSEPH KISHORE NORISSA SANTA CRUZ,SOCIALIST EQUALITY,1,9273
COLORADO,CONEJOS,Presidential Electors Vote for 1 Kyle Kenley Kopitke Nathan Re Vo Sorenson,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE NATHAN RE VO SORENSON,INDEPENDENT AMERICAN,1,9274
COLORADO,CONEJOS,Presidential Electors Vote for 1 Gloria La Riva Sunil Freeman,US PRESIDENT,FEDERAL,GLORIA LA RIVA SUNIL FREEMAN,SOCIALISM AND LIBERATION,1,9275
COLORADO,CONEJOS,Presidential Electors Vote for 1 Joe Mc Hugh Elizabeth Storm,US PRESIDENT,FEDERAL,JOE MC HUGH ELIZABETH STORM,INDEPENDENT,1,9276
COLORADO,CONEJOS,Presidential Electors Vote for 1 Brock Pierce Karla Ballard,US PRESIDENT,FEDERAL,BROCK PIERCE KARLA BALLARD,INDEPENDENT,1,9277
COLORADO,CONEJOS,Presidential Electors Vote for 1 Jordan Cancer Scott Jennifer Tepool,US PRESIDENT,FEDERAL,JORDAN CANCER SCOTT JENNIFER TEPOOL,INDEPENDENT,1,9278
COLORADO,CONEJOS,Presidential Electors Vote for 1 Kanye West Michelle Tidball,US PRESIDENT,FEDERAL,KANYE WEST MICHELLE TIDB,INDEPENDENT,1,9279
COLORADO,CONEJOS,Presidential Electors Vote for 1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,9280
COLORADO,CONEJOS,Presidential Electors Vote for 1 Kasey Wells Rachel Wells,US PRESIDENT,FEDERAL,KASEY WELLS RACHEL WELLS,NA,1,9281
COLORADO,CONEJOS,Presidential Electors Vote for 1 Todd Cella Timothy Bryan Cella,US PRESIDENT,FEDERAL,TODD CELLA TIMOTHY BRYAN CELLA,INDEPENDENT,1,9282
COLORADO,CONEJOS,Presidential Electors Vote for 1 Tom Hoefling Andy Prior,US PRESIDENT,FEDERAL,TOM HOEFLING ANDY PRIOR,INDEPENDENT,1,9283
COLORADO,CONEJOS,United States Senator Vote for 1 John w Hickenlooper Dem,US SENATE,COLORADO,JOHN W HICKENLOOPER,DEMOCRAT,1,9284
COLORADO,CONEJOS,United States Senator Vote for 1 Cory Gardner Rep,US SENATE,COLORADO,CORY GARDNER,REPUBLICAN,1,9285
COLORADO,CONEJOS,United States Senator Vote for 1 Daniel Doyle Apv,US SENATE,COLORADO,DANIEL DOYLE,APPROVAL VOTING,1,9286
COLORADO,CONEJOS,United States Senator Vote for 1 Stephan Seku Evans Uni,US SENATE,COLORADO,STEPHAN SEKU EVANS,UNITY,1,9287
COLORADO,CONEJOS,United States Senator Vote for 1 Raymon Anthony Doane Lbr,US SENATE,COLORADO,RAYMON ANTHONY DOANE,LIBERTARIAN,1,9288
COLORADO,CONEJOS,United States Senator Vote for 1 Write in,US SENATE,COLORADO,WRITEIN,NA,1,9289
COLORADO,CONEJOS,United States Senator Vote for 1 Danny Skelly,US SENATE,COLORADO,DANNY SKELLY,INDEPENDENT,1,9290
COLORADO,CONEJOS,United States Senator Vote for 1 Bruce Lohmiller,US SENATE,COLORADO,BRUCE LOHMILLER,GREEN,1,9291
COLORADO,CONEJOS,United States Senator Vote for 1 Michael Sanchez,US SENATE,COLORADO,MICHAEL SANCHEZ,FORWARD,1,9292
COLORADO,CONEJOS,Representative to the 117Th United States Congress District 3 Vote for 1 Lauren Boebert Rep,US HOUSE,3,LAUREN BOEBERT,REPUBLICAN,1,9293
COLORADO,CONEJOS,Representative to the 117Th United States Congress District 3 Vote for 1 Diane e Mitsch Bush Dem,US HOUSE,3,DIANE E MITSCH BUSH,DEMOCRAT,1,9294
COLORADO,CONEJOS,Representative to the 117Th United States Congress District 3 Vote for 1 John Ryan Keil Lbr,US HOUSE,3,JOHN RYAN KEIL,LIBERTARIAN,1,9295
COLORADO,CONEJOS,Representative to the 117Th United States Congress District 3 Vote for 1 Critter Milton Uni,US HOUSE,3,CRITTER MILTON,UNITY,1,9296
COLORADO,CONEJOS,State Senator District 35 Vote for 1 Cleave Simpson Rep,STATE SENATE,35,CLEAVE SIMPSON,REPUBLICAN,1,9299
COLORADO,CONEJOS,State Senator District 35 Vote for 1 Carlos r Lopez Dem,STATE SENATE,35,CARLOS R LOPEZ,DEMOCRAT,1,9300
COLORADO,CONEJOS,State Representative District 62 Vote for 1 Donald e Valdez Dem,STATE HOUSE,62,DONALD E VALDEZ,DEMOCRAT,1,9301
COLORADO,CONEJOS,State Representative District 62 Vote for 1 Logan Taggart Rep,STATE HOUSE,62,LOGAN TAGGART,REPUBLICAN,1,9302
COLORADO,COSTILLA,Presidential Electors Vote for 1 Joseph r Biden Kamala d Harris,US PRESIDENT,FEDERAL,JOSEPH R BIDEN,DEMOCRAT,1,9346
COLORADO,COSTILLA,Presidential Electors Vote for 1 Donald j Trump Michael r Pence,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,9347
COLORADO,COSTILLA,Presidential Electors Vote for 1 Don Blankenship William Mohr,US PRESIDENT,FEDERAL,DON BLANKENSHIP WILLIAM MOHR,AMERICAN CONSTITUTION,1,9348
COLORADO,COSTILLA,Presidential Electors Vote for 1 Bill Hammons Eric Bodenstab,US PRESIDENT,FEDERAL,BILL HAMMONS ERIC BODENSTAB,UNITY,1,9349
COLORADO,COSTILLA,Presidential Electors Vote for 1 Howie Hawkins Angela Nicole Walker,US PRESIDENT,FEDERAL,HOWIE HAWKINS,GREEN,1,9350
COLORADO,COSTILLA,Presidential Electors Vote for 1 Blake Huber Frank Atwood,US PRESIDENT,FEDERAL,BLAKE HUBER FRANK ATWOOD,APPROVAL VOTING,1,9351
COLORADO,COSTILLA,Presidential Electors Vote for 1 Jo Jorgensen Jeremy Spike Cohen,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,9352
COLORADO,COSTILLA,Presidential Electors Vote for 1 Brian Carroll Amar Patel,US PRESIDENT,FEDERAL,BRIAN CARROLL AMAR PATEL,AMERICAN SOLIDARITY,1,9353
COLORADO,COSTILLA,Presidential Electors Vote for 1 Mark Charles Adrian Wallace,US PRESIDENT,FEDERAL,MARK CHARLES ADRIAN WALLACE,INDEPENDENT,1,9354
COLORADO,COSTILLA,Presidential Electors Vote for 1 Phil Collins Billy Joe Parker,US PRESIDENT,FEDERAL,PHIL COLLINS BILLY JOE PARKER,PROHIBITION,1,9355
COLORADO,COSTILLA,Presidential Electors Vote for 1 Roque Rocky De La Fuente Darcy g Richardson,US PRESIDENT,FEDERAL,ROQUE ROCKY DE LA FUENTE DARCY G RICHARDSON,ALLIANCE,1,9356
COLORADO,COSTILLA,Presidential Electors Vote for 1 Dario Hunter Dawn Neptune Adams,US PRESIDENT,FEDERAL,DARIO HUNTER DAWN NEPTUNE ADAMS,PROGRESSIVE,1,9357
COLORADO,COSTILLA,Presidential Electors Vote for 1 Princess Khadijah Maryam Jacob Fambro Khadijah Maryam Jacob Sr,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB FAMBRO KHADIJAH MARYAM JACOB SR,INDEPENDENT,1,9358
COLORADO,COSTILLA,Presidential Electors Vote for 1 Alyson Kennedy Malcolm Jarrett,US PRESIDENT,FEDERAL,ALYSON KENNEDY MALCOLM JARRETT,SOCIALIST WORKERS,1,9359
COLORADO,COSTILLA,Presidential Electors Vote for 1 Joseph Kishore Norissa Santa Cruz,US PRESIDENT,FEDERAL,JOSEPH KISHORE NORISSA SANTA CRUZ,SOCIALIST EQUALITY,1,9360
COLORADO,COSTILLA,Presidential Electors Vote for 1 Kyle Kenley Kopitke Nathan Re Vo Sorenson,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE NATHAN RE VO SORENSON,INDEPENDENT AMERICAN,1,9361
COLORADO,COSTILLA,Presidential Electors Vote for 1 Gloria La Riva Sunil Freeman,US PRESIDENT,FEDERAL,GLORIA LA RIVA SUNIL FREEMAN,SOCIALISM AND LIBERATION,1,9362
COLORADO,COSTILLA,Presidential Electors Vote for 1 Joe Mc Hugh Elizabeth Storm,US PRESIDENT,FEDERAL,JOE MC HUGH ELIZABETH STORM,INDEPENDENT,1,9363
COLORADO,COSTILLA,Presidential Electors Vote for 1 Brock Pierce Karla Ballard,US PRESIDENT,FEDERAL,BROCK PIERCE KARLA BALLARD,INDEPENDENT,1,9364
COLORADO,COSTILLA,Presidential Electors Vote for 1 Jordan Cancer Scott Jennifer Tepool,US PRESIDENT,FEDERAL,JORDAN CANCER SCOTT JENNIFER TEPOOL,INDEPENDENT,1,9365
COLORADO,COSTILLA,Presidential Electors Vote for 1 Kanye West Michelle Tidball,US PRESIDENT,FEDERAL,KANYE WEST MICHELLE TIDB,INDEPENDENT,1,9366
COLORADO,COSTILLA,Presidential Electors Vote for 1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,9367
COLORADO,COSTILLA,United States Senator Vote for 1 John w Hickenlooper Dem,US SENATE,COLORADO,JOHN W HICKENLOOPER,DEMOCRAT,1,9368
COLORADO,COSTILLA,United States Senator Vote for 1 Cory Gardner Rep,US SENATE,COLORADO,CORY GARDNER,REPUBLICAN,1,9369
COLORADO,COSTILLA,United States Senator Vote for 1 Daniel Doyle Apv,US SENATE,COLORADO,DANIEL DOYLE,APPROVAL VOTING,1,9370
COLORADO,COSTILLA,United States Senator Vote for 1 Stephan Seku Evans Uni,US SENATE,COLORADO,STEPHAN SEKU EVANS,UNITY,1,9371
COLORADO,COSTILLA,United States Senator Vote for 1 Raymon Anthony Doane Lbr,US SENATE,COLORADO,RAYMON ANTHONY DOANE,LIBERTARIAN,1,9372
COLORADO,COSTILLA,United States Senator Vote for 1 Write in,US SENATE,COLORADO,WRITEIN,NA,1,9373
COLORADO,COSTILLA,Representative to the 117Th United States Congress District 3 Vote for 1 Lauren Boebert Rep,US HOUSE,3,LAUREN BOEBERT,REPUBLICAN,1,9374
COLORADO,COSTILLA,Representative to the 117Th United States Congress District 3 Vote for 1 Diane e Mitsch Bush Dem,US HOUSE,3,DIANE E MITSCH BUSH,DEMOCRAT,1,9375
COLORADO,COSTILLA,Representative to the 117Th United States Congress District 3 Vote for 1 John Ryan Keil Lbr,US HOUSE,3,JOHN RYAN KEIL,LIBERTARIAN,1,9376
COLORADO,COSTILLA,Representative to the 117Th United States Congress District 3 Vote for 1 Critter Milton Uni,US HOUSE,3,CRITTER MILTON,UNITY,1,9377
COLORADO,COSTILLA,State Senator District 35 Vote for 1 Cleave Simpson Rep,STATE SENATE,35,CLEAVE SIMPSON,REPUBLICAN,1,9380
COLORADO,COSTILLA,State Senator District 35 Vote for 1 Carlos r Lopez Dem,STATE SENATE,35,CARLOS R LOPEZ,DEMOCRAT,1,9381
COLORADO,COSTILLA,State Representative District 62 Vote for 1 Donald e Valdez Dem,STATE HOUSE,62,DONALD E VALDEZ,DEMOCRAT,1,9382
COLORADO,COSTILLA,State Representative District 62 Vote for 1 Logan Taggart Rep,STATE HOUSE,62,LOGAN TAGGART,REPUBLICAN,1,9383
COLORADO,CROWLEY,Presidential Electors Vote for 1 Joseph r Biden Kamala d Harris,US PRESIDENT,FEDERAL,JOSEPH R BIDEN,DEMOCRAT,1,9422
COLORADO,CROWLEY,Presidential Electors Vote for 1 Donald j Trump Michael r Pence,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,9423
COLORADO,CROWLEY,Presidential Electors Vote for 1 Don Blankenship William Mohr,US PRESIDENT,FEDERAL,DON BLANKENSHIP WILLIAM MOHR,AMERICAN CONSTITUTION,1,9424
COLORADO,CROWLEY,Presidential Electors Vote for 1 Bill Hammons Eric Bodenstab,US PRESIDENT,FEDERAL,BILL HAMMONS ERIC BODENSTAB,UNITY,1,9425
COLORADO,CROWLEY,Presidential Electors Vote for 1 Howie Hawkins Angela Nicole Walker,US PRESIDENT,FEDERAL,HOWIE HAWKINS,GREEN,1,9426
COLORADO,CROWLEY,Presidential Electors Vote for 1 Blake Huber Frank Atwood,US PRESIDENT,FEDERAL,BLAKE HUBER FRANK ATWOOD,APPROVAL VOTING,1,9427
COLORADO,CROWLEY,Presidential Electors Vote for 1 Jo Jorgensen Jeremy Spike Cohen,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,9428
COLORADO,CROWLEY,Presidential Electors Vote for 1 Brian Carroll Amar Patel,US PRESIDENT,FEDERAL,BRIAN CARROLL AMAR PATEL,AMERICAN SOLIDARITY,1,9429
COLORADO,CROWLEY,Presidential Electors Vote for 1 Mark Charles Adrian Wallace,US PRESIDENT,FEDERAL,MARK CHARLES ADRIAN WALLACE,INDEPENDENT,1,9430
COLORADO,CROWLEY,Presidential Electors Vote for 1 Phil Collins Billy Joe Parker,US PRESIDENT,FEDERAL,PHIL COLLINS BILLY JOE PARKER,PROHIBITION,1,9431
COLORADO,CROWLEY,Presidential Electors Vote for 1 Roque Rocky De La Fuente Darcy g Richardson,US PRESIDENT,FEDERAL,ROQUE ROCKY DE LA FUENTE DARCY G RICHARDSON,ALLIANCE,1,9432
COLORADO,CROWLEY,Presidential Electors Vote for 1 Dario Hunter Dawn Neptune Adams,US PRESIDENT,FEDERAL,DARIO HUNTER DAWN NEPTUNE ADAMS,PROGRESSIVE,1,9433
COLORADO,CROWLEY,Presidential Electors Vote for 1 Princess Khadijah Maryam Jacob Fambro Khadijah Maryam Jacob Sr,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB FAMBRO KHADIJAH MARYAM JACOB SR,INDEPENDENT,1,9434
COLORADO,CROWLEY,Presidential Electors Vote for 1 Alyson Kennedy Malcolm Jarrett,US PRESIDENT,FEDERAL,ALYSON KENNEDY MALCOLM JARRETT,SOCIALIST WORKERS,1,9435
COLORADO,CROWLEY,Presidential Electors Vote for 1 Joseph Kishore Norissa Santa Cruz,US PRESIDENT,FEDERAL,JOSEPH KISHORE NORISSA SANTA CRUZ,SOCIALIST EQUALITY,1,9436
COLORADO,CROWLEY,Presidential Electors Vote for 1 Kyle Kenley Kopitke Nathan Re Vo Sorenson,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE NATHAN RE VO SORENSON,INDEPENDENT AMERICAN,1,9437
COLORADO,CROWLEY,Presidential Electors Vote for 1 Gloria La Riva Sunil Freeman,US PRESIDENT,FEDERAL,GLORIA LA RIVA SUNIL FREEMAN,SOCIALISM AND LIBERATION,1,9438
COLORADO,CROWLEY,Presidential Electors Vote for 1 Joe Mc Hugh Elizabeth Storm,US PRESIDENT,FEDERAL,JOE MC HUGH ELIZABETH STORM,INDEPENDENT,1,9439
COLORADO,CROWLEY,Presidential Electors Vote for 1 Brock Pierce Karla Ballard,US PRESIDENT,FEDERAL,BROCK PIERCE KARLA BALLARD,INDEPENDENT,1,9440
COLORADO,CROWLEY,Presidential Electors Vote for 1 Jordan Cancer Scott Jennifer Tepool,US PRESIDENT,FEDERAL,JORDAN CANCER SCOTT JENNIFER TEPOOL,INDEPENDENT,1,9441
COLORADO,CROWLEY,Presidential Electors Vote for 1 Kanye West Michelle Tidball,US PRESIDENT,FEDERAL,KANYE WEST MICHELLE TIDB,INDEPENDENT,1,9442
COLORADO,CROWLEY,Presidential Electors Vote for 1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,9443
COLORADO,CROWLEY,Presidential Electors Vote for 1 Kasey Wells Rachel Wells,US PRESIDENT,FEDERAL,KASEY WELLS RACHEL WELLS,INDEPENDENT,1,9444
COLORADO,CROWLEY,Presidential Electors Vote for 1 Todd Cella Timothy Bryan Cella,US PRESIDENT,FEDERAL,TODD CELLA TIMOTHY BRYAN CELLA,INDEPENDENT,1,9445
COLORADO,CROWLEY,Presidential Electors Vote for 1 Tom Hoefling Andy Prior,US PRESIDENT,FEDERAL,TOM HOEFLING ANDY PRIOR,INDEPENDENT,1,9446
COLORADO,CROWLEY,United States Senator Vote for 1 John w Hickenlooper Dem,US SENATE,COLORADO,JOHN W HICKENLOOPER,DEMOCRAT,1,9447
COLORADO,CROWLEY,United States Senator Vote for 1 Cory Gardner Rep,US SENATE,COLORADO,CORY GARDNER,REPUBLICAN,1,9448
COLORADO,CROWLEY,United States Senator Vote for 1 Daniel Doyle Apv,US SENATE,COLORADO,DANIEL DOYLE,APPROVAL VOTING,1,9449
COLORADO,CROWLEY,United States Senator Vote for 1 Stephan Seku Evans Uni,US SENATE,COLORADO,STEPHAN SEKU EVANS,UNITY,1,9450
COLORADO,CROWLEY,United States Senator Vote for 1 Raymon Anthony Doane Lbr,US SENATE,COLORADO,RAYMON ANTHONY DOANE,LIBERTARIAN,1,9451
COLORADO,CROWLEY,United States Senator Vote for 1 Write in,US SENATE,COLORADO,WRITEIN,NA,1,9452
COLORADO,CROWLEY,United States Senator Vote for 1 Danny Skelly,US SENATE,COLORADO,DANNY SKELLY,INDEPENDENT,1,9453
COLORADO,CROWLEY,United States Senator Vote for 1 Bruce Lohmiller,US SENATE,COLORADO,BRUCE LOHMILLER,GREEN,1,9454
COLORADO,CROWLEY,United States Senator Vote for 1 Michael Sanchez,US SENATE,COLORADO,MICHAEL SANCHEZ,FORWARD,1,9455
COLORADO,CROWLEY,Representative to the 117Th United States Congress District 4 Vote for 1 Ike Mc Corkle Dem,US HOUSE,4,IKE MC CORKLE,DEMOCRAT,1,9456
COLORADO,CROWLEY,Representative to the 117Th United States Congress District 4 Vote for 1 Ken Buck Rep,US HOUSE,4,KEN BUCK,REPUBLICAN,1,9457
COLORADO,CROWLEY,Representative to the 117Th United States Congress District 4 Vote for 1 Bruce Griffith Lbr,US HOUSE,4,BRUCE GRIFFITH,LIBERTARIAN,1,9458
COLORADO,CROWLEY,Representative to the 117Th United States Congress District 4 Vote for 1 Laura Ireland Uni,US HOUSE,4,LAURA IRELAND,UNITY,1,9459
COLORADO,CROWLEY,State Senator District 35 Vote for 1 Cleave Simpson Rep,STATE SENATE,35,CLEAVE SIMPSON,REPUBLICAN,1,9460
COLORADO,CROWLEY,State Senator District 35 Vote for 1 Carlos r Lopez Dem,STATE SENATE,35,CARLOS R LOPEZ,DEMOCRAT,1,9461
COLORADO,CROWLEY,State Representative District 64 Vote for 1 Dean Ormiston Dem,STATE HOUSE,64,DEAN ORMISTON,DEMOCRAT,1,9462
COLORADO,CROWLEY,State Representative District 64 Vote for 1 Richard Holtorf Rep,STATE HOUSE,64,RICHARD HOLTORF,REPUBLICAN,1,9463
COLORADO,CUSTER,Presidential Electors Vote for 1 Joseph r Biden Kamala d Harris,US PRESIDENT,FEDERAL,JOSEPH R BIDEN,DEMOCRAT,1,9500
COLORADO,CUSTER,Presidential Electors Vote for 1 Donald j Trump Michael r Pence,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,9501
COLORADO,CUSTER,Presidential Electors Vote for 1 Don Blankenship William Mohr,US PRESIDENT,FEDERAL,DON BLANKENSHIP WILLIAM MOHR,AMERICAN CONSTITUTION,1,9502
COLORADO,CUSTER,Presidential Electors Vote for 1 Bill Hammons Eric Bodenstab,US PRESIDENT,FEDERAL,BILL HAMMONS ERIC BODENSTAB,UNITY,1,9503
COLORADO,CUSTER,Presidential Electors Vote for 1 Howie Hawkins Angela Nicole Walker,US PRESIDENT,FEDERAL,HOWIE HAWKINS,GREEN,1,9504
COLORADO,CUSTER,Presidential Electors Vote for 1 Blake Huber Frank Atwood,US PRESIDENT,FEDERAL,BLAKE HUBER FRANK ATWOOD,APPROVAL VOTING,1,9505
COLORADO,CUSTER,Presidential Electors Vote for 1 Jo Jorgensen Jeremy Spike Cohen,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,9506
COLORADO,CUSTER,Presidential Electors Vote for 1 Brian Carroll Amar Patel,US PRESIDENT,FEDERAL,BRIAN CARROLL AMAR PATEL,AMERICAN SOLIDARITY,1,9507
COLORADO,CUSTER,Presidential Electors Vote for 1 Mark Charles Adrian Wallace,US PRESIDENT,FEDERAL,MARK CHARLES ADRIAN WALLACE,INDEPENDENT,1,9508
COLORADO,CUSTER,Presidential Electors Vote for 1 Phil Collins Billy Joe Parker,US PRESIDENT,FEDERAL,PHIL COLLINS BILLY JOE PARKER,PROHIBITION,1,9509
COLORADO,CUSTER,Presidential Electors Vote for 1 Roque Rocky De La Fuente Darcy g Richardson,US PRESIDENT,FEDERAL,ROQUE ROCKY DE LA FUENTE DARCY G RICHARDSON,ALLIANCE,1,9510
COLORADO,CUSTER,Presidential Electors Vote for 1 Dario Hunter Dawn Neptune Adams,US PRESIDENT,FEDERAL,DARIO HUNTER DAWN NEPTUNE ADAMS,PROGRESSIVE,1,9511
COLORADO,CUSTER,Presidential Electors Vote for 1 Princess Khadijah Maryam Jacob Fambro Khadijah Maryam Jacob Sr,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB FAMBRO KHADIJAH MARYAM JACOB SR,INDEPENDENT,1,9512
COLORADO,CUSTER,Presidential Electors Vote for 1 Alyson Kennedy Malcolm Jarrett,US PRESIDENT,FEDERAL,ALYSON KENNEDY MALCOLM JARRETT,SOCIALIST WORKERS,1,9513
COLORADO,CUSTER,Presidential Electors Vote for 1 Joseph Kishore Norissa Santa Cruz,US PRESIDENT,FEDERAL,JOSEPH KISHORE NORISSA SANTA CRUZ,SOCIALIST EQUALITY,1,9514
COLORADO,CUSTER,Presidential Electors Vote for 1 Kyle Kenley Kopitke Nathan Re Vo Sorenson,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE NATHAN RE VO SORENSON,INDEPENDENT AMERICAN,1,9515
COLORADO,CUSTER,Presidential Electors Vote for 1 Gloria La Riva Sunil Freeman,US PRESIDENT,FEDERAL,GLORIA LA RIVA SUNIL FREEMAN,SOCIALISM AND LIBERATION,1,9516
COLORADO,CUSTER,Presidential Electors Vote for 1 Joe Mc Hugh Elizabeth Storm,US PRESIDENT,FEDERAL,JOE MC HUGH ELIZABETH STORM,INDEPENDENT,1,9517
COLORADO,CUSTER,Presidential Electors Vote for 1 Brock Pierce Karla Ballard,US PRESIDENT,FEDERAL,BROCK PIERCE KARLA BALLARD,INDEPENDENT,1,9518
COLORADO,CUSTER,Presidential Electors Vote for 1 Jordan Cancer Scott Jennifer Tepool,US PRESIDENT,FEDERAL,JORDAN CANCER SCOTT JENNIFER TEPOOL,INDEPENDENT,1,9519
COLORADO,CUSTER,Presidential Electors Vote for 1 Kanye West Michelle Tidball,US PRESIDENT,FEDERAL,KANYE WEST MICHELLE TIDB,INDEPENDENT,1,9520
COLORADO,CUSTER,Presidential Electors Vote for 1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,9521
COLORADO,CUSTER,Presidential Electors Vote for 1 Kasey Wells Rachel Wells,US PRESIDENT,FEDERAL,KASEY WELLS RACHEL WELLS,INDEPENDENT,1,9522
COLORADO,CUSTER,Presidential Electors Vote for 1 Todd Cella Timothy Bryan Cella,US PRESIDENT,FEDERAL,TODD CELLA TIMOTHY BRYAN CELLA,INDEPENDENT,1,9523
COLORADO,CUSTER,Presidential Electors Vote for 1 Tom Hoefling Andy Prior,US PRESIDENT,FEDERAL,TOM HOEFLING ANDY PRIOR,INDEPENDENT,1,9524
COLORADO,CUSTER,United States Senator Vote for 1 John w Hickenlooper Dem,US SENATE,COLORADO,JOHN W HICKENLOOPER,DEMOCRAT,1,9525
COLORADO,CUSTER,United States Senator Vote for 1 Cory Gardner Rep,US SENATE,COLORADO,CORY GARDNER,REPUBLICAN,1,9526
COLORADO,CUSTER,United States Senator Vote for 1 Daniel Doyle Apv,US SENATE,COLORADO,DANIEL DOYLE,APPROVAL VOTING,1,9527
COLORADO,CUSTER,United States Senator Vote for 1 Stephan Seku Evans Uni,US SENATE,COLORADO,STEPHAN SEKU EVANS,UNITY,1,9528
COLORADO,CUSTER,United States Senator Vote for 1 Raymon Anthony Doane Lbr,US SENATE,COLORADO,RAYMON ANTHONY DOANE,LIBERTARIAN,1,9529
COLORADO,CUSTER,United States Senator Vote for 1 Write in,US SENATE,COLORADO,WRITEIN,NA,1,9530
COLORADO,CUSTER,United States Senator Vote for 1 Danny Skelly,US SENATE,COLORADO,DANNY SKELLY,INDEPENDENT,1,9531
COLORADO,CUSTER,United States Senator Vote for 1 Bruce Lohmiller,US SENATE,COLORADO,BRUCE LOHMILLER,GREEN,1,9532
COLORADO,CUSTER,United States Senator Vote for 1 Michael Sanchez,US SENATE,COLORADO,MICHAEL SANCHEZ,FORWARD,1,9533
COLORADO,CUSTER,Representative to the 117Th United States Congress District 3 Vote for 1 Lauren Boebert Rep,US HOUSE,3,LAUREN BOEBERT,REPUBLICAN,1,9534
COLORADO,CUSTER,Representative to the 117Th United States Congress District 3 Vote for 1 Diane e Mitsch Bush Dem,US HOUSE,3,DIANE E MITSCH BUSH,DEMOCRAT,1,9535
COLORADO,CUSTER,Representative to the 117Th United States Congress District 3 Vote for 1 John Ryan Keil Lbr,US HOUSE,3,JOHN RYAN KEIL,LIBERTARIAN,1,9536
COLORADO,CUSTER,Representative to the 117Th United States Congress District 3 Vote for 1 Critter Milton Uni,US HOUSE,3,CRITTER MILTON,UNITY,1,9537
